make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,actual_price_usd,predicted_price_usd
2005,18.1,5000,Electric,3,Nissan,Manual,Black,Partial,0,Yes,12843.89,13357.07487638795
2020,17.96,2500,Petrol,5,Volkswagen,Automatic,Gray,Full,0,No,8601.11,7892.4315077099345
2012,14.4,5000,Diesel,1,Volkswagen,Automatic,Gray,Full,0,No,11799.87,11968.270210505141
2004,17.34,1200,Petrol,1,BMW,Manual,Silver,Full,2,No,7414.75,5459.681470776666
2016,19.31,4000,Diesel,4,Tesla,Manual,Gray,Full,2,Yes,11663.24,10061.06471796813
2021,22.51,800,Petrol,2,Kia,Manual,Blue,Full,0,Yes,7025.16,7414.202870595676
2023,17.82,2000,Petrol,3,Volkswagen,Manual,Silver,Full,0,Yes,8690.56,8502.34368248843
2023,9.38,1000,Diesel,1,Nissan,Manual,Blue,Full,0,Yes,7941.75,6918.771392924276
2016,20.79,2500,Petrol,1,Hyundai,Automatic,Red,Full,0,Yes,7943.15,9554.49532037098
1995,21.86,5000,Electric,3,Nissan,Manual,Blue,Partial,1,Yes,10535.93,12277.712003480045
2021,17.2,5000,Petrol,1,Volkswagen,Manual,Red,Partial,0,Yes,12034.79,13660.105297546452
2005,16.06,1000,Diesel,1,Toyota,Automatic,Black,Full,1,Yes,6240.22,5107.5559343063505
2006,13.21,5000,Petrol,5,Toyota,Manual,Gray,,1,Yes,8117.19,8873.24854558731
2016,17.04,800,Petrol,2,Hyundai,Manual,Black,Partial,0,Yes,6266.35,6030.030002031563
2012,25.67,1200,Petrol,2,Kia,Manual,Gray,,0,Yes,9812.91,7064.691451990564
2021,20.18,1200,Petrol,1,Nissan,Manual,White,Partial,0,No,6218.03,8296.545234200647
2017,16.76,1000,Petrol,3,Nissan,Manual,Red,Full,0,Yes,7000.67,6013.806525667042
2020,11.29,2500,Petrol,5,Tesla,Manual,Silver,Full,1,Yes,7078.01,6945.575942134092
2006,20.98,1500,Diesel,5,Volkswagen,Manual,Black,Full,0,Yes,4902.46,4677.710512310653
2001,18.11,1000,Petrol,4,Honda,Manual,Red,Partial,0,Yes,3766.5,3323.895005893204
2011,11.83,1500,Diesel,4,BMW,Manual,Silver,Partial,1,Yes,5407.93,4780.112230003419
2001,13.07,2000,Petrol,4,Ford,Automatic,Red,,0,Yes,4685.26,4184.845299012111
2014,12.49,3000,Diesel,3,Toyota,Manual,Blue,Partial,0,Yes,8524.15,7955.409212023133
1997,8.14,4000,Petrol,3,Kia,Manual,Blue,Partial,0,Yes,5264.89,6398.535189939413
2006,21.62,1200,Petrol,3,Tesla,Automatic,Black,Full,1,Yes,3764.12,5204.321034293109
2003,13.75,1000,Petrol,4,Ford,Automatic,Black,Full,1,No,3144.73,3082.127547690322
2010,13.37,4000,Petrol,2,Honda,Automatic,Blue,Partial,1,Yes,9852.08,9490.564836342448
1998,13.33,2000,Petrol,2,Volkswagen,Automatic,Red,Full,1,Yes,4131.67,4818.247104723572
2022,15.92,5000,Diesel,3,Hyundai,Manual,Blue,Full,0,Yes,13108.63,12528.369269779896
2000,16.66,800,Diesel,5,Honda,Automatic,Red,,1,No,3392.87,2269.8978648147713
2000,19.57,2500,Diesel,5,Chevrolet,Automatic,Blue,Partial,0,No,4205.9,5040.868057335621
2013,12.98,1000,Petrol,4,Kia,Automatic,Blue,Partial,2,No,5879.14,4448.833806895873
2009,25.57,1000,Diesel,4,Hyundai,Manual,Gray,Partial,0,Yes,5781.52,5303.749032064561
2002,21.51,2000,Petrol,1,BMW,Manual,White,Full,0,Yes,7270.99,6852.246167697909
2006,18.91,1800,Petrol,2,Hyundai,Manual,Blue,Partial,2,Yes,6464.23,6220.684667711528
2017,21.39,4000,Petrol,5,Tesla,Automatic,Gray,,1,Yes,9583.23,9977.297633611734
2009,12.58,1200,Petrol,2,Ford,Manual,Silver,Full,0,Yes,4335.57,5014.372485254013
1995,27.91,1500,Petrol,2,Kia,Manual,White,Full,3,Yes,5566.83,5299.642462997833
2004,20.34,1500,Diesel,2,Nissan,Manual,Silver,Partial,0,Yes,5943.8,5681.926078298569
2004,20.26,2500,Petrol,2,Volkswagen,Automatic,Gray,,1,Yes,6501.98,7227.254381398319
2010,13.28,4000,Petrol,4,Volkswagen,Manual,Red,Partial,0,Yes,10116.57,8588.507540078823
2000,10.39,2500,Diesel,1,Nissan,Manual,Gray,Full,0,Yes,4221.73,5870.50376503322
2006,19.68,2000,Petrol,3,Toyota,Automatic,Silver,,0,Yes,8885.32,6158.247491771506
1996,22.74,3000,Petrol,1,Honda,Automatic,Red,Full,1,Yes,7063.46,7614.480825881721
2018,17.31,5000,Diesel,5,Tesla,Automatic,Blue,Partial,0,Yes,11120.82,11116.510296135786
2006,15.63,5000,Petrol,2,Honda,Manual,Red,,0,Yes,9581.47,10723.897143925078
2011,15.05,5000,Petrol,5,Honda,Automatic,Gray,Full,0,Yes,10966.6,9875.624295076916
2012,18.38,1800,Petrol,2,Kia,Manual,Red,Full,0,Yes,6401.55,7148.303024394409
2007,16.1,1200,Petrol,4,Honda,Manual,Red,Partial,0,Yes,4824.67,4272.263346229885
2018,26.49,3000,Electric,3,Kia,Manual,Black,Full,0,Yes,12544.35,13315.537414890638
2003,16.05,3000,Petrol,5,Honda,Automatic,White,Full,0,Yes,4941.03,5849.924818330652
2007,19.99,800,Petrol,1,Hyundai,Manual,White,Full,0,No,4643.27,5563.482980648485
2021,27.99,1000,Diesel,2,Ford,Automatic,Black,Full,0,Yes,8120.11,8424.419768393014
1995,24.38,4000,Diesel,3,Tesla,Automatic,Black,Full,0,Yes,7565.18,8085.51612985049
2016,25.35,1800,Diesel,3,Chevrolet,Manual,Black,Partial,0,No,7916.54,8088.769085303596
2019,16.3,4000,Petrol,3,Hyundai,Manual,Silver,Partial,2,Yes,11015.36,10644.619337986735
2018,14.29,3000,Petrol,3,Nissan,Automatic,Black,Full,0,Yes,7928.37,8838.864360445423
2004,16.35,4000,Petrol,5,Tesla,Automatic,Gray,,0,No,7816.66,7464.788470166378
2005,18.5,4000,Electric,4,Nissan,Automatic,Red,Full,0,Yes,10366.82,11464.01710842799
2011,25.33,5000,Petrol,3,Volkswagen,Manual,Black,Partial,1,Yes,11301.25,12154.242550476985
1996,21.68,1000,Diesel,3,Volkswagen,Manual,Gray,,1,Yes,3738.1,3469.0846282755992
2000,25.43,5000,Diesel,2,Tesla,Automatic,Black,Full,1,Yes,10594.78,10943.768444356974
2014,15.63,2500,Petrol,1,Kia,Automatic,Red,Partial,1,No,8512.85,8700.128409023062
2016,22.35,1200,Petrol,4,Volkswagen,Automatic,Black,Full,0,Yes,6429.95,6381.052493242067
2011,10.28,1200,Petrol,5,BMW,Automatic,Red,Full,0,Yes,3717.96,3731.8904449452502
2007,12.57,1800,Petrol,3,Toyota,Manual,White,Partial,0,Yes,5663.53,5167.91152691698
2023,19.08,1000,Diesel,1,Hyundai,Manual,Blue,Full,1,Yes,7465.84,8064.694942460906
2001,22.13,800,Electric,1,Chevrolet,Manual,Red,,1,Yes,8080.22,7963.3460598737
2021,19.55,2000,Petrol,1,Kia,Automatic,White,Full,1,Yes,11074.24,9397.90125416929
2007,29.4,1200,Diesel,3,Honda,Automatic,Black,Full,0,Yes,5434.44,6360.810103795881
2000,22.89,1000,Diesel,5,Honda,Automatic,Red,Partial,1,Yes,2747.48,3286.0907774578227
1997,17.74,1200,Diesel,3,Volkswagen,Automatic,Blue,Full,0,Yes,3131.81,3440.249712859384
2023,26.64,2000,Petrol,5,BMW,Manual,Blue,Full,0,Yes,6927.53,8598.340820849173
1996,17.62,2500,Diesel,2,Honda,Manual,Black,Full,1,Yes,4427.61,5722.730414462708
2006,23.59,1200,Petrol,3,Ford,Manual,Gray,Full,0,Yes,4584.93,5412.001683248127
2017,22.94,1200,Petrol,5,Nissan,Manual,Blue,Partial,1,No,5627.78,6041.673178599005
2011,13.49,2000,Petrol,1,Chevrolet,Manual,Red,Partial,1,Yes,7304.65,7180.849997682395
2003,17.14,5000,Diesel,1,Ford,Automatic,White,,0,Yes,10247.82,10892.065175088752
2000,22.06,2500,Diesel,5,Tesla,Manual,Red,Partial,0,Yes,3965.57,5341.861766498981
2005,14.77,3000,Petrol,4,Chevrolet,Automatic,Silver,Full,1,Yes,8121.1,6414.325115959094
2020,17.48,1000,Diesel,1,Volkswagen,Automatic,Silver,,0,Yes,6293.35,7516.911930498816
2014,17.65,1800,Diesel,3,Tesla,Manual,Black,Full,1,Yes,6765.01,6801.5374541732035
1997,21.1,1500,Petrol,5,BMW,Manual,Blue,Full,1,No,2787.76,3353.073284011424
2005,21.77,2000,Diesel,1,Toyota,Manual,Silver,Full,1,No,7495.36,7269.93997162714
1996,16.0,5000,Petrol,5,Toyota,Automatic,Blue,,0,No,8488.56,7757.615410464212
2014,14.57,1500,Petrol,3,Nissan,Manual,Blue,Full,1,Yes,5590.6,5976.325715431136
1999,16.63,2500,Petrol,3,Honda,Manual,Gray,,1,Yes,4358.16,5514.853508005042
1996,16.17,1800,Electric,5,Hyundai,Automatic,Black,Full,0,Yes,5455.81,6009.1169138202085
1996,18.83,1800,Petrol,4,Toyota,Automatic,Silver,Full,0,Yes,2213.1,3780.064745838461
2019,11.75,2000,Petrol,4,Toyota,Automatic,Black,,1,Yes,7471.68,6691.7199918687
2014,20.46,1500,Diesel,5,Toyota,Automatic,Blue,Partial,0,No,6281.85,5747.767758506314
1998,22.89,800,Diesel,3,Tesla,Automatic,Gray,Partial,1,Yes,4254.63,3532.344506835272
2017,20.45,3000,Diesel,1,BMW,Automatic,Silver,Full,0,Yes,9303.08,10433.620159711623
2017,14.03,2500,Diesel,2,Ford,Manual,Gray,,2,Yes,6476.65,8336.995500241263
2021,19.45,2000,Petrol,2,Toyota,Automatic,Silver,Partial,1,Yes,10155.69,8854.058605236156
2005,23.8,1200,Petrol,4,BMW,Manual,Blue,Full,0,No,4340.35,4906.011738455619
2002,14.39,1800,Diesel,3,Nissan,Manual,Silver,Full,0,Yes,4765.68,4625.342896828591
2017,16.16,1800,Petrol,5,Nissan,Manual,Blue,Partial,1,Yes,6028.72,6083.866180792678
2015,19.25,2000,Petrol,3,Nissan,Automatic,Gray,Full,0,Yes,6503.68,7456.885371815278
2021,11.85,5000,Petrol,3,Toyota,Manual,Silver,Partial,0,Yes,14104.0,11910.960962040754
2001,24.07,3000,Diesel,1,Kia,Manual,Gray,Full,1,Yes,7996.31,8422.252914112089
2012,18.1,1800,Petrol,4,Chevrolet,Manual,Blue,Full,0,Yes,6527.03,6039.597383333034
2002,18.09,2000,Electric,4,BMW,Manual,Black,Full,0,Yes,7474.48,7998.430837012703
2013,20.41,5000,Electric,2,Honda,Manual,Gray,,0,Yes,17155.52,15292.285189915363
2018,17.04,4000,Petrol,1,Tesla,Manual,Red,,0,Yes,9405.04,11606.941690076805
2019,20.71,3000,Diesel,5,Ford,Automatic,Silver,Full,0,Yes,9544.89,8724.90857860272
2000,32.0,3000,Petrol,3,Toyota,Manual,Gray,Full,2,Yes,7126.47,8246.149743600541
2013,18.41,800,Diesel,2,Ford,Manual,Blue,Full,0,No,6940.89,5747.947981843601
2016,17.89,4000,Petrol,5,BMW,Manual,Red,Partial,0,Yes,9172.25,9564.686798295454
2009,15.27,3000,Petrol,1,Honda,Automatic,Silver,Partial,0,Yes,9265.57,8569.604594700017
2015,16.73,4000,Electric,2,Hyundai,Manual,White,Partial,2,Yes,14553.08,13642.231556624927
2015,12.76,5000,Diesel,4,Honda,Manual,Silver,Full,0,Yes,10029.62,10671.430717366986
2016,17.09,800,Diesel,2,Nissan,Automatic,Red,Full,1,Yes,5600.29,6117.415837583314
2007,22.5,1800,Petrol,3,Tesla,Automatic,Silver,Full,1,Yes,4417.7,6312.83175545118
2004,5.0,1800,Petrol,2,Tesla,Automatic,White,Partial,0,Yes,5137.68,4268.874120119442
1996,19.15,1500,Petrol,2,Volkswagen,Manual,White,Full,0,No,3723.11,4457.514987325245
2018,28.76,1000,Petrol,4,Kia,Manual,Silver,Full,1,No,6939.58,7090.658065365644
2020,22.0,3000,Diesel,5,Honda,Manual,Blue,Partial,0,Yes,9137.82,9046.108780355527
2009,20.4,1800,Petrol,5,Hyundai,Manual,Blue,Partial,0,No,7251.96,5405.989838748202
2008,12.85,1200,Electric,1,Kia,Manual,Blue,Partial,0,Yes,8663.79,8416.152971370957
2008,13.24,1200,Petrol,3,Volkswagen,Manual,Silver,Full,2,No,6357.67,4565.374977442176
2000,17.37,4000,Petrol,4,Ford,Manual,Black,Full,0,Yes,8074.2,7503.418340073136
2019,10.78,2000,Diesel,5,Honda,Automatic,Gray,,0,Yes,4724.6,6071.077132813809
2017,14.87,2000,Electric,4,BMW,Manual,Blue,,0,Yes,8729.9,9789.784433657198
2007,13.52,3000,Diesel,4,Volkswagen,Automatic,White,,0,Yes,7220.28,6659.531959488596
2003,23.33,3000,Diesel,3,Toyota,Automatic,White,Full,1,Yes,8438.89,7689.879062653377
2000,14.88,1800,Petrol,4,Ford,Automatic,Black,Full,0,Yes,3623.39,3928.825035459852
2014,13.36,2000,Petrol,5,Tesla,Automatic,White,Full,0,Yes,6078.81,5599.510149637061
2023,19.07,800,Petrol,5,Honda,Manual,White,Partial,1,Yes,7436.83,5892.305761010934
2020,7.92,4000,Petrol,3,Volkswagen,Automatic,Red,Full,0,Yes,9933.92,9931.840294864249
1996,16.62,1200,Petrol,3,Ford,Automatic,Silver,Partial,1,Yes,3562.64,3096.853616298007
1995,20.73,1800,Petrol,3,BMW,Manual,Black,Partial,0,No,4541.17,4482.684934443967
2019,23.83,4000,Diesel,5,Ford,Automatic,Blue,Full,0,Yes,11393.78,10588.771233894808
2011,18.24,1000,Petrol,1,Ford,Manual,Red,,0,Yes,7061.93,6256.6843721895875
2013,26.84,2000,Diesel,4,Ford,Manual,Black,Full,0,Yes,6679.7,7597.760163574246
1998,21.41,1000,Petrol,5,Honda,Automatic,Blue,Partial,0,No,3219.19,2758.023301540811
1998,17.87,1800,Petrol,5,Kia,Manual,Silver,Full,0,Yes,3129.1,3466.511419733746
2017,15.88,5000,Diesel,1,Kia,Automatic,Gray,Full,0,Yes,12971.93,12810.065562692422
2009,12.87,1500,Diesel,1,Nissan,Manual,Silver,,0,Yes,5096.05,6012.768646074015
2016,19.96,800,Petrol,3,Volkswagen,Automatic,Red,Full,0,Yes,4201.16,6010.773157281389
2014,15.27,800,Diesel,4,BMW,Automatic,Black,Full,1,Yes,5377.37,4654.063704182092
2011,13.23,5000,Diesel,4,Volkswagen,Automatic,Blue,Full,0,Yes,11042.77,10166.497001060668
1998,9.38,5000,Diesel,3,Ford,Automatic,Gray,Partial,0,Yes,7075.58,8199.243505200226
2020,18.57,2500,Petrol,5,Hyundai,Manual,Blue,Partial,0,No,7610.04,7866.974009741435
2006,17.05,1800,Electric,5,Kia,Manual,White,Full,1,Yes,5976.79,7613.195372201708
2020,15.84,1500,Diesel,3,Ford,Automatic,White,,0,Yes,5229.05,7055.724261736237
2003,16.3,3000,Diesel,5,Chevrolet,Automatic,Blue,Full,1,No,5624.17,5844.202503653446
2019,23.31,1800,Diesel,1,Honda,Automatic,White,Partial,0,No,8408.66,9308.866462456512
2021,18.43,2500,Diesel,2,Kia,Manual,Red,Full,0,No,9103.8,9578.071668765951
2016,15.81,5000,Petrol,4,Ford,Automatic,Silver,Partial,1,Yes,10131.69,11162.864385280438
2020,20.74,5000,Diesel,5,Tesla,Automatic,Gray,,1,No,11203.57,11878.214794166855
2001,10.92,2500,Petrol,1,Volkswagen,Manual,Silver,Full,0,No,6095.4,6155.805772015412
2003,24.52,1200,Petrol,1,Hyundai,Manual,Silver,Full,0,No,6404.94,6079.863489302677
2021,22.69,1500,Diesel,2,BMW,Manual,Black,Full,2,Yes,7393.39,8606.983683309087
2015,17.07,1500,Diesel,4,Tesla,Manual,Black,Full,2,Yes,5026.26,5947.087939778259
2000,22.09,1000,Diesel,5,Ford,Manual,Red,Full,0,Yes,3128.2,3133.738185275538
2016,15.83,5000,Diesel,3,Ford,Automatic,Blue,Partial,0,Yes,12188.35,11646.869083641475
2014,15.89,4000,Petrol,1,Tesla,Manual,Gray,Full,1,Yes,11108.39,10808.882474910086
1996,18.24,1500,Diesel,5,Nissan,Automatic,Silver,Partial,1,Yes,4031.8,2788.7482919867425
2013,19.27,2500,Petrol,3,Ford,Manual,Black,Partial,0,Yes,8440.83,7913.616023394448
2015,14.55,1000,Diesel,2,Hyundai,Manual,Silver,Full,0,Yes,6163.33,5841.245385555179
2000,14.66,1200,Petrol,3,Honda,Automatic,Blue,Partial,0,Yes,4691.11,3481.8392190265768
2001,18.96,1200,Petrol,1,Honda,Manual,Silver,Partial,1,Yes,5855.64,5126.662724011946
2006,12.67,800,Petrol,1,Hyundai,Automatic,Red,Partial,0,No,4507.87,4579.025900366494
2010,25.56,800,Diesel,4,Kia,Automatic,Blue,Partial,1,Yes,6439.39,5189.6892917613695
2020,20.86,2000,Diesel,3,Hyundai,Manual,Silver,Full,0,Yes,8174.76,8352.886616029082
2002,21.93,1500,Petrol,1,Ford,Automatic,White,Partial,1,Yes,5643.43,6091.589981362873
2000,16.55,1000,Petrol,5,Hyundai,Automatic,Gray,Full,1,Yes,1771.88,2400.221156694597
2007,8.13,5000,Diesel,3,BMW,Automatic,Blue,Full,1,Yes,9069.17,9463.862958474368
2012,26.69,3000,Petrol,5,Chevrolet,Manual,Silver,Partial,0,Yes,10333.72,8388.457995620081
2012,19.22,2500,Petrol,4,Toyota,Automatic,Silver,Full,0,Yes,7777.46,7253.156697356828
2006,18.67,3000,Petrol,3,Nissan,Automatic,Blue,Full,0,Yes,6682.44,7532.679972784623
2014,5.0,1800,Diesel,1,Nissan,Automatic,Blue,,0,Yes,5837.05,6259.610986461266
2000,17.54,1500,Diesel,5,Tesla,Manual,Black,Full,0,Yes,2908.4,3275.0262155092814
1996,15.47,2000,Diesel,3,Ford,Automatic,Gray,Full,1,Yes,5169.53,4160.531398057863
2008,15.45,1800,Diesel,1,Honda,Automatic,Silver,,0,Yes,6401.05,6654.818517153508
2011,21.97,1000,Petrol,3,Nissan,Automatic,Gray,Full,0,Yes,6937.51,5696.470116598365
2014,23.39,4000,Petrol,4,Toyota,Manual,Red,,0,Yes,10106.83,10352.750237202963
2023,11.75,800,Diesel,2,Toyota,Manual,Red,Partial,1,Yes,6062.19,6488.665527105712
2006,17.86,1800,Diesel,4,BMW,Manual,White,Full,1,Yes,5753.84,5248.446313742824
2003,10.94,2000,Petrol,1,Volkswagen,Manual,Blue,Full,1,Yes,4888.59,5670.623142161171
1996,13.36,1200,Petrol,2,BMW,Automatic,Silver,,0,Yes,3491.13,3269.8668962825404
2014,17.84,1000,Petrol,3,Ford,Manual,Black,Full,1,No,7311.38,5688.196271031082
2007,16.69,1000,Petrol,3,Ford,Automatic,Silver,Full,1,Yes,4424.02,4443.7130746028515
1999,12.72,800,Diesel,2,BMW,Manual,Silver,,1,Yes,1456.21,3035.9255611623303
2005,8.96,4000,Electric,5,Volkswagen,Automatic,Red,Full,1,Yes,11658.26,9870.033136992235
2016,14.07,1000,Petrol,1,Volkswagen,Manual,Gray,Full,3,Yes,5473.99,6506.615785304024
1998,15.29,5000,Petrol,3,Tesla,Manual,Black,Full,1,No,8083.56,8948.23364162466
2003,10.1,5000,Petrol,3,Honda,Automatic,Blue,Full,0,Yes,8725.79,9055.879843007171
2019,19.48,5000,Diesel,3,Chevrolet,Automatic,Red,Full,0,Yes,12901.59,12614.073692270147
2010,27.22,2500,Petrol,2,Hyundai,Manual,Silver,Partial,0,Yes,7626.96,8865.13620828707
1996,17.07,2000,Petrol,4,Chevrolet,Manual,Black,Partial,0,Yes,4299.05,3883.593786556062
2000,15.9,1200,Petrol,2,Chevrolet,Manual,Blue,Full,2,Yes,3002.71,4078.850491738062
2001,13.3,1800,Diesel,1,Chevrolet,Manual,Black,Full,0,Yes,4891.55,5345.31224729078
1996,22.05,5000,Petrol,1,Toyota,Automatic,Gray,Full,0,Yes,10722.75,10420.128141527077
1997,12.13,2500,Diesel,5,Toyota,Manual,Black,Full,1,No,5511.14,3748.522247996474
2018,15.32,2000,Petrol,2,Chevrolet,Automatic,Blue,,0,Yes,7145.37,7886.749126040871
2003,16.5,1200,Diesel,4,Hyundai,Manual,Gray,Partial,0,Yes,3278.15,3613.690419537148
2009,11.57,1000,Petrol,3,Nissan,Manual,White,Partial,0,Yes,5011.01,4158.969793786142
2005,9.85,5000,Petrol,5,Kia,Manual,White,,1,Yes,6891.58,8357.948116217016
2023,19.5,1000,Diesel,2,Tesla,Manual,Red,,0,Yes,6952.06,7680.591912303944
2018,16.53,1200,Diesel,2,Volkswagen,Automatic,Gray,Partial,3,No,6032.24,6962.948832289325
2004,18.29,5000,Diesel,1,Volkswagen,Automatic,Black,,0,Yes,11717.03,11254.840269791439
2001,20.77,1000,Petrol,3,Ford,Automatic,Gray,Full,0,No,4192.08,4076.954897000323
2008,16.78,2500,Diesel,3,Chevrolet,Manual,Red,Full,0,Yes,5680.89,6902.223710085926
2014,22.68,1200,Petrol,2,Volkswagen,Manual,White,,0,Yes,6866.15,7078.706768651189
2007,18.15,4000,Petrol,1,BMW,Manual,Silver,Full,1,Yes,11660.3,10148.62768694287
2004,9.35,3000,Petrol,1,Hyundai,Automatic,Blue,Full,0,Yes,7832.44,7055.835459066904
2019,13.77,1800,Diesel,5,Chevrolet,Automatic,Gray,,0,No,6096.15,6130.599895470861
2019,20.27,1000,Petrol,5,Kia,Automatic,Black,Full,1,No,5635.27,5780.849511770799
2004,15.72,2000,Diesel,2,BMW,Automatic,Gray,,0,Yes,7103.18,5946.846714691694
1997,11.17,4000,Diesel,1,Hyundai,Manual,Black,Full,2,Yes,7915.94,7778.590535680408
2005,13.99,3000,Petrol,4,Kia,Manual,Black,Partial,0,Yes,5634.13,6363.039302243312
2005,27.28,1000,Petrol,5,Kia,Manual,Black,,0,Yes,5166.13,4493.03537298315
2019,22.24,1000,Electric,3,Toyota,Manual,Gray,Full,1,Yes,8741.77,9917.518316754193
2011,22.51,1500,Diesel,5,Nissan,Automatic,Blue,Full,0,Yes,3884.74,5525.380501480791
2001,7.34,1200,Petrol,5,Chevrolet,Manual,Black,Full,1,Yes,2178.64,1771.9548787989906
2015,17.79,4000,Diesel,4,Toyota,Automatic,Red,Full,1,Yes,11150.38,9846.778162623985
2011,17.7,3000,Petrol,4,BMW,Manual,Red,Full,1,Yes,5216.1,7798.108106039268
2017,19.0,3000,Diesel,4,Hyundai,Manual,Red,Full,1,Yes,9048.04,8761.559225476169
1998,18.8,1200,Diesel,5,Volkswagen,Manual,Gray,Partial,0,Yes,3208.09,2733.840431772679
2022,24.39,4000,Petrol,3,Toyota,Automatic,Silver,Full,0,Yes,11218.96,12096.032384547678
2017,13.39,1500,Petrol,5,Hyundai,Manual,Silver,,0,Yes,5560.64,5274.083472664062
2007,25.29,800,Petrol,3,Hyundai,Automatic,Gray,Partial,2,Yes,7245.68,5180.597407125909
2023,8.2,1800,Petrol,5,Hyundai,Automatic,Silver,Full,1,Yes,6085.3,6005.415967237883
2018,17.6,1800,Electric,1,BMW,Automatic,Gray,,1,Yes,13365.21,11464.48521595321
2016,12.09,2000,Petrol,5,Tesla,Automatic,Red,Partial,0,Yes,6662.37,5778.96133142444
2000,17.86,2000,Diesel,3,BMW,Manual,White,Partial,1,Yes,5947.74,5142.889204992373
2000,8.98,2500,Diesel,4,Hyundai,Automatic,Black,Partial,0,Yes,4465.4,4255.656168418512
2005,18.31,1800,Diesel,1,Tesla,Automatic,Black,Full,0,Yes,5851.1,6530.165608113774
2007,23.84,1000,Petrol,4,BMW,Manual,White,Partial,1,Yes,5298.24,4919.43543371542
2022,23.93,1800,Diesel,2,BMW,Automatic,Gray,Full,0,Yes,7672.32,9317.943842172184
1999,15.35,1800,Petrol,5,Nissan,Manual,Silver,,2,Yes,3234.01,3321.22436545693
2005,21.87,1000,Diesel,1,Hyundai,Manual,Black,Partial,0,Yes,4322.43,5769.850201279969
1997,22.17,4000,Petrol,2,Kia,Manual,Gray,,0,Yes,8082.02,8594.161799546851
2002,7.42,1500,Petrol,2,Chevrolet,Automatic,Silver,Partial,0,No,2254.76,3845.9411649836716
2012,22.06,2000,Petrol,5,Kia,Manual,Black,Partial,0,Yes,6152.57,6396.500669717818
2017,14.28,1000,Petrol,3,Tesla,Manual,Blue,,0,Yes,5968.37,5585.848372849005
1995,15.03,1000,Diesel,5,Chevrolet,Manual,White,Full,1,Yes,1000.0,1505.2281691024273
2020,11.32,2500,Diesel,1,Honda,Manual,Black,Full,1,Yes,9072.81,9020.257833584516
2014,17.0,1500,Diesel,2,Ford,Manual,White,Full,0,Yes,6388.36,6778.861355315919
1997,14.7,4000,Diesel,3,Toyota,Automatic,Blue,Full,1,Yes,5962.06,7206.97106228988
2008,15.78,1500,Petrol,1,Ford,Automatic,Silver,,1,Yes,7058.55,6207.751358219071
2006,20.46,1000,Diesel,1,Volkswagen,Automatic,White,Partial,0,Yes,6780.13,5827.555173398616
2000,17.8,2500,Petrol,5,Volkswagen,Manual,Red,Full,0,Yes,4943.68,4917.975453079582
2016,18.02,4000,Diesel,1,Toyota,Manual,Black,Full,0,Yes,11669.07,11445.433093101134
2007,28.47,1200,Diesel,2,Honda,Automatic,Blue,Full,1,Yes,6696.72,6691.09835886916
1999,15.34,5000,Diesel,4,Volkswagen,Manual,Black,Full,0,Yes,9079.24,8673.533836252856
2006,24.3,1000,Petrol,1,Chevrolet,Manual,Gray,,0,Yes,4341.35,6178.03333856105
1998,28.21,2500,Petrol,3,Kia,Manual,White,Partial,0,Yes,8072.14,6773.48059809661
2021,14.25,2000,Electric,4,Hyundai,Manual,Silver,,2,Yes,10767.86,10235.415487669929
1996,13.33,1800,Petrol,4,Toyota,Manual,Red,Full,0,No,3386.14,3206.656012511424
2008,17.35,1500,Diesel,2,Tesla,Manual,Silver,Full,0,Yes,6893.55,5866.186577712373
2006,10.09,1500,Petrol,4,Nissan,Manual,Gray,Full,1,Yes,2971.66,3765.244540229467
2005,20.44,1200,Diesel,4,Tesla,Manual,White,Full,0,No,4143.68,4435.673782079179
1998,16.98,1000,Diesel,4,Ford,Automatic,Black,,1,Yes,2453.78,2698.3455035601373
1998,18.14,5000,Diesel,5,Hyundai,Manual,Black,Full,0,Yes,9144.93,8299.20190853619
2015,10.85,1200,Diesel,3,Nissan,Manual,Silver,Full,0,No,5033.01,5269.390888790154
1999,17.13,2500,Petrol,3,Tesla,Automatic,Black,Full,1,Yes,5584.2,5562.791760471203
2018,18.12,4000,Petrol,1,Ford,Manual,Red,Full,0,Yes,12028.7,11766.075560972644
2003,27.84,800,Petrol,1,Volkswagen,Manual,White,Full,1,Yes,4861.59,5961.886491748968
2018,16.93,5000,Diesel,5,Kia,Automatic,Black,Full,1,Yes,9503.97,11174.734179463394
2019,18.96,2500,Diesel,5,Kia,Manual,White,,0,No,7814.98,7840.899126009478
2007,14.57,5000,Electric,1,Ford,Automatic,White,Partial,0,Yes,15509.27,14188.768467936778
2022,16.25,1200,Petrol,3,Ford,Automatic,Red,Full,0,Yes,6476.5,6986.715362708612
2018,14.18,1800,Petrol,2,Kia,Manual,Blue,,0,Yes,9847.01,7455.2195220100575
2016,18.74,1200,Diesel,5,Hyundai,Manual,Black,,1,Yes,5941.09,5375.474828096885
2016,24.51,1000,Diesel,1,Toyota,Manual,Red,Partial,3,Yes,6415.33,7786.349199290018
2009,11.35,5000,Petrol,3,Toyota,Automatic,Blue,Full,0,Yes,9932.53,10072.688662365877
2001,15.01,1500,Diesel,4,Kia,Manual,Black,Partial,1,Yes,2204.5,3658.555898208044
